pod_name,app_name,model_name,app_pod_num,app_qps,model_architecture_json,gpu_type,f_peak,memory_bandwidth,memory_size,n_gpu_hardware,tensor_parallelism,qps_timeseries,execute_token_size_timeseries,u_gpu,n_gpu_runtime,inference_engine,task_function
bc-online-question-appeal-recognize-na61-h20.inference-part0-2cfbeb62-a-8216,bc_online_question_appeal_recognize,Qwen-1.8B-Chat,9,200,"{
  ""_name_or_path"": ""./local_openlm/Qwen-1_8B-Chat-HF"",
  ""architectures"": [
    ""QWenLMHeadModel""
  ],
  ""attn_dropout_prob"": 0,
  ""auto_map"": {
    ""AutoConfig"": ""configuration_qwen.QWenConfig"",
    ""AutoModelForCausalLM"": ""modeling_qwen.QWenLMHeadModel""
  },
  ""bf16"": false,
  ""emb_dropout_prob"": 0,
  ""fp16"": false,
  ""fp32"": true,
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 11008,
  ""kv_channels"": 128,
  ""layer_norm_epsilon"": 0.00001,
  ""max_position_embeddings"": 8192,
  ""model_type"": ""qwen"",
  ""no_bias"": true,
  ""num_attention_heads"": 16,
  ""num_hidden_layers"": 24,
  ""onnx_safe"": null,
  ""rotary_emb_base"": 10000,
  ""rotary_pct"": 1,
  ""scale_attn_weights"": true,
  ""seq_length"": 2048,
  ""tie_word_embeddings"": false,
  ""tokenizer_class"": ""QWenTokenizer"",
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_dynamic_ntk"": true,
  ""use_flash_attn"": false,
  ""use_logn_attn"": true,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-10 13:59:33.000
    14.0
    2025-10-10 13:59:34.000
    12.0
    2025-10-10 13:59:35.000
    20.9
    2025-10-10 13:59:36.000
    16.9
    2025-10-10 13:59:37.000
    18.9
    2025-10-10 13:59:38.000
    24.9
    2025-10-10 13:59:39.000
    14.9
    2025-10-10 13:59:40.000
    16.9
    2025-10-10 13:59:41.000
    7.98
    2025-10-10 13:59:42.000
    22.0
    2025-10-10 13:59:43.000
    22.9","2025-10-10 13:59:33.000
    83.7
    2025-10-10 13:59:34.000
    62.0
    2025-10-10 13:59:35.000
    82.1
    2025-10-10 13:59:36.000
    115
    2025-10-10 13:59:37.000
    104
    2025-10-10 13:59:38.000
    120
    2025-10-10 13:59:39.000
    118
    2025-10-10 13:59:40.000
    76.5
    2025-10-10 13:59:41.000
    95.9
    2025-10-10 13:59:42.000
    200
    2025-10-10 13:59:43.000
    98.6",0.280,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-based large language model service deployed for document fusion (e.g., PDFUSION) and high-throughput inference on NVIDIA H20 GPUs, utilizing 4 CPU cores, 30GiB memory, and 1 GPU with FP16 precision, running in a Kubernetes environment with FUSE-based remote model loading and vLLM optimization for enterprise-level question-answering and text generation tasks."
bc-online-question-appeal-recognize-na61-h20.inference-part0-2ec08185-a-dc0c,bc_online_question_appeal_recognize,Qwen-1.8B-Chat,9,111,"{
  ""_name_or_path"": ""./local_openlm/Qwen-1_8B-Chat-HF"",
  ""architectures"": [
    ""QWenLMHeadModel""
  ],
  ""attn_dropout_prob"": 0,
  ""auto_map"": {
    ""AutoConfig"": ""configuration_qwen.QWenConfig"",
    ""AutoModelForCausalLM"": ""modeling_qwen.QWenLMHeadModel""
  },
  ""bf16"": false,
  ""emb_dropout_prob"": 0,
  ""fp16"": false,
  ""fp32"": true,
  ""hidden_size"": 2048,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 11008,
  ""kv_channels"": 128,
  ""layer_norm_epsilon"": 0.00001,
  ""max_position_embeddings"": 8192,
  ""model_type"": ""qwen"",
  ""no_bias"": true,
  ""num_attention_heads"": 16,
  ""num_hidden_layers"": 24,
  ""onnx_safe"": null,
  ""rotary_emb_base"": 10000,
  ""rotary_pct"": 1,
  ""scale_attn_weights"": true,
  ""seq_length"": 2048,
  ""tie_word_embeddings"": false,
  ""tokenizer_class"": ""QWenTokenizer"",
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_dynamic_ntk"": true,
  ""use_flash_attn"": false,
  ""use_logn_attn"": true,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-11 19:59:19.000
        11.0
        2025-10-11 19:59:20.000
        9.98
        2025-10-11 19:59:21.000
        18.0
        2025-10-11 19:59:22.000
        8.97
        2025-10-11 19:59:23.000
        13.0
        2025-10-11 19:59:24.000
        2.99
        2025-10-11 19:59:25.000
        12.0
        2025-10-11 19:59:26.000
        19.0
        2025-10-11 19:59:27.000
        7.97
        2025-10-11 19:59:28.000
        12.0
        2025-10-11 19:59:29.000
        7.98","2025-10-11 19:59:19.000
        81.6
        2025-10-11 19:59:20.000
        114
        2025-10-11 19:59:21.000
        86.6
        2025-10-11 19:59:22.000
        69.8
        2025-10-11 19:59:23.000
        57.5
        2025-10-11 19:59:24.000
        40.2
        2025-10-11 19:59:25.000
        54.6
        2025-10-11 19:59:26.000
        89.5
        2025-10-11 19:59:27.000
        142
        2025-10-11 19:59:28.000
        71.1
        2025-10-11 19:59:29.000
        59.7",0.160,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-based large language model service deployed for document fusion (e.g., PDFUSION) and high-throughput inference on NVIDIA H20 GPUs, utilizing 4 CPU cores, 30GiB memory, and 1 GPU with FP16 precision, running in a Kubernetes environment with FUSE-based remote model loading and vLLM optimization for enterprise-level question-answering and text generation tasks."
bc-online-question-recognize-20250819-na61-h20.inference-part0-06899f11-b-4877,bc_online_question_recognize_20250819,qwen2.5-1.5B-instruct,19,239,"{
  ""NVIDIA_H20_SXM5_96GB"": {""mem_bandwidth"": 4022 * (1024**3), ""FP16"": 148e12, ""INT8"": 296e12, ""memsize"": 96 * (1024**3), ""onchip_buffer"": 0, ""interconnect_bandwidth"": 900 * (1024**3)},
  ""gpu_type"": ""H20"",
  ""f_peak"": 148.0,  #""FP16的值""
  ""memory_bandwidth"": 4022.0,
  ""memory_size"": 96.0,
  ""n_gpu"": 1,
  ""tensor_parallelism"": 1
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-11 16:19:31.000
    11
    2025-10-11 16:19:32.000
    11
    2025-10-11 16:19:33.000
    9
    2025-10-11 16:19:34.000
    13
    2025-10-11 16:19:35.000
    8
    2025-10-11 16:19:36.000
    7
    2025-10-11 16:19:37.000
    13
    2025-10-11 16:19:38.000
    14
    2025-10-11 16:19:39.000
    9
    2025-10-11 16:19:40.000
    13
    2025-10-11 16:19:41.000
    14","2025-10-11 16:19:31.000
    54.5
    2025-10-11 16:19:32.000
    80.4
    2025-10-11 16:19:33.000
    39.6
    2025-10-11 16:19:34.000
    41.7
    2025-10-11 16:19:35.000
    47.5
    2025-10-11 16:19:36.000
    46.5
    2025-10-11 16:19:37.000
    45.8
    2025-10-11 16:19:38.000
    39.2
    2025-10-11 16:19:39.000
    61.2
    2025-10-11 16:19:40.000
    60.4
    2025-10-11 16:19:41.000
    39.7",0.220,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen2-1B model specialized for online question recognition in e-commerce customer service scenarios. It employs fine-tuned natural language processing (SFT) to identify and categorize user inquiries in real-time, running on a single H20 GPU with MagaEngine for low-latency inference."
bc-online-question-recognize-20250819-na61-h20.inference-part0-1308e74c-b-e338,bc_online_question_recognize_20250819,qwen2.5-1.5B-instruct,19,251,"{
  ""NVIDIA_H20_SXM5_96GB"": {""mem_bandwidth"": 4022 * (1024**3), ""FP16"": 148e12, ""INT8"": 296e12, ""memsize"": 96 * (1024**3), ""onchip_buffer"": 0, ""interconnect_bandwidth"": 900 * (1024**3)},
  ""gpu_type"": ""H20"",
  ""f_peak"": 148.0,  #""FP16的值""
  ""memory_bandwidth"": 4022.0,
  ""memory_size"": 96.0,
  ""n_gpu"": 1,
  ""tensor_parallelism"": 1
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-11 16:30:09.000
    12
    2025-10-11 16:30:10.000
    9
    2025-10-11 16:30:11.000
    17
    2025-10-11 16:30:12.000
    10
    2025-10-11 16:30:13.000
    14
    2025-10-11 16:30:14.000
    12
    2025-10-11 16:30:15.000
    11
    2025-10-11 16:30:16.000
    16
    2025-10-11 16:30:17.000
    12
    2025-10-11 16:30:18.000
    9
    2025-10-11 16:30:19.000
    13","2025-10-11 16:30:09.000
    39.1
    2025-10-11 16:30:10.000
    32.8
    2025-10-11 16:30:11.000
    42.7
    2025-10-11 16:30:12.000
    31.1
    2025-10-11 16:30:13.000
    51.0
    2025-10-11 16:30:14.000
    54.7
    2025-10-11 16:30:15.000
    88.5
    2025-10-11 16:30:16.000
    73.6
    2025-10-11 16:30:17.000
    46.5
    2025-10-11 16:30:18.000
    50.7
    2025-10-11 16:30:19.000
    38.9",0.240,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen2-1B model specialized for online question recognition tasks in intelligent decision-making scenarios. It processes user queries to identify relevant information using fine-tuned natural language understanding, running on a single H20 GPU with MagaEngine for efficient real-time inference."
bc-online-question-recognize-20250819-na61-h20.inference-part0-deaa5dd1-a-fc4a,bc_online_question_recognize_20250819,qwen2.5-1.5B-instruct,26,621,"{
  ""_name_or_path"": ""./local_aop_pytorch_hub_qwen2_5v_1_5b_instruct"",
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 1536,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 8960,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 21,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 12,
  ""num_hidden_layers"": 28,
  ""num_key_value_heads"": 2,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.3"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-09 11:34:16.000
    24.0
    2025-10-09 11:34:17.000
    18.0
    2025-10-09 11:34:18.000
    24.0
    2025-10-09 11:34:19.000
    16.0
    2025-10-09 11:34:20.000
    32.0
    2025-10-09 11:34:21.000
    28.9
    2025-10-09 11:34:22.000
    21.0
    2025-10-09 11:34:23.000
    19.0
    2025-10-09 11:34:24.000
    22.0
    2025-10-09 11:34:25.000
    25.0
    2025-10-09 11:34:26.000
    16.0","2025-10-09 11:34:16.000
    22.5
    2025-10-09 11:34:17.000
    15.8
    2025-10-09 11:34:18.000
    39.0
    2025-10-09 11:34:19.000
    24.3
    2025-10-09 11:34:20.000
    18.0
    2025-10-09 11:34:21.000
    22.2
    2025-10-09 11:34:22.000
    30.1
    2025-10-09 11:34:23.000
    15.6
    2025-10-09 11:34:24.000
    20.9
    2025-10-09 11:34:25.000
    37.4
    2025-10-09 11:34:26.000
    39",0.196,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen-2 1B model specialized for real-time online question recognition in e-commerce customer service, running on a single H20 GPU with MagaEngine to identify and classify user questions for immediate response handling."
bc-test-attitude-for-real-time-intercept-na61-h20.ference-part0-42e40b65-a-68d0,bc_test_attitude_for_real_time_intercept,qwen2.5-1.5B-instruct,15,360,"{
  ""NVIDIA_H20_SXM5_96GB"": {""mem_bandwidth"": 4022 * (1024**3), ""FP16"": 148e12, ""INT8"": 296e12, ""memsize"": 96 * (1024**3), ""onchip_buffer"": 0, ""interconnect_bandwidth"": 900 * (1024**3)},
  ""gpu_type"": ""H20"",
  ""f_peak"": 148.0,  #""FP16的值""
  ""memory_bandwidth"": 4022.0,
  ""memory_size"": 96.0,
  ""n_gpu"": 1,
  ""tensor_parallelism"": 1
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-10 14:02:19.000
    20.8
    2025-10-10 14:02:20.000
    24.7
    2025-10-10 14:02:21.000
    24.8
    2025-10-10 14:02:22.000
    19.8
    2025-10-10 14:02:23.000
    18.8
    2025-10-10 14:02:24.000
    29.7
    2025-10-10 14:02:25.000
    20.6
    2025-10-10 14:02:26.000
    12.8
    2025-10-10 14:02:27.000
    21.8
    2025-10-10 14:02:28.000
    19.8
    2025-10-10 14:02:29.000
    29.6","2025-10-10 14:02:20
    40.6",0.730,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen2-based model for real-time attitude interception in e-commerce scenarios, optimized with INT8 quantization and running on a single H20 GPU via MagaEngine. It handles recommendation logic with fine-grained reasoning and natural language justification generation, supporting 1B parameter scale with FP16/INT8 mixed precision."
bc-test-attitude-for-real-time-intercept-na61-h20.ference-part0-64ee499c-a-a11e,bc_test_attitude_for_real_time_intercept,qwen2.5-1.5B-instruct,15,310,"{
  ""_name_or_path"": ""./local_aop_pytorch_hub_qwen2_5v_1_5b_instruct"",
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 1536,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 8960,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 21,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 12,
  ""num_hidden_layers"": 28,
  ""num_key_value_heads"": 2,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1 
","2025-10-12 21:34:50
    22","2025-10-12 21:34:50
    42.6",0.66,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen2-1B model specialized for real-time attitude detection and interception in business content, performing inference tasks with INT8/FP16 precision on a single H20 GPU, optimized for low-latency decision-making in an SFT-finetuned deployment."
bc-test-attitude-for-real-time-intercept-na61-h20.ference-part0-c23c8a05-b-c183,bc_test_attitude_for_real_time_intercept,qwen2.5-1.5B-instruct,18,261,"{
  ""_name_or_path"": ""./local_aop_pytorch_hub_qwen2_5v_1_5b_instruct"",
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 1536,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 8960,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 21,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 12,
  ""num_hidden_layers"": 28,
  ""num_key_value_heads"": 2,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-07 13:04:25.000
    18.9
    2025-10-07 13:04:26.000
    15.7
    2025-10-07 13:04:27.000
    19.9
    2025-10-07 13:04:29.000
    11.8
    2025-10-07 13:04:30.000
    16.8
    2025-10-07 13:04:31.000
    11.9
    2025-10-07 13:04:32.000
    13.9
    2025-10-07 13:04:33.000
    18.9
    2025-10-07 13:04:34.000
    17.9
    2025-10-07 13:04:35.000
    13.9",33.9,0.640,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-1.5B based LLM service fine-tuned for real-time attitude and sentiment detection in business content, designed to intercept inappropriate or sensitive content in dynamic enterprise scenarios."
bc-test-attitude-for-real-time-intercept-na61-h20.ference-part0-e4074335-b-d367,bc_test_attitude_for_real_time_intercept,qwen2.5-1.5B-instruct,15,356,"{
  ""_name_or_path"": ""./local_aop_pytorch_hub_qwen2_5v_1_5b_instruct"",
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 1536,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 8960,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 21,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 12,
  ""num_hidden_layers"": 28,
  ""num_key_value_heads"": 2,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-10 16:46:50.000
    24.7
    2025-10-10 16:47:00.000
    24.5","2025-10-10 16:46:50.000
    41.0
    2025-10-10 16:47:00.000
    49.1",0.430,1,MagaEngine (Ant Group) / Custom FT-based,"A Qwen2-based model for real-time attitude interception in e-commerce scenarios, optimized with INT8 quantization and running on a single H20 GPU via MagaEngine. It handles recommendation logic with fine-grained reasoning and natural language justification generation, supporting 1B parameter scale with FP16/INT8 mixed precision."
bc-test-attitude-for-real-time-intercept-na61-l20.ference-part0-babc14f4-b-cad7,bc_test_attitude_for_real_time_intercept,qwen2.5-1.5B-instruct,3,70,"{
  ""_name_or_path"": ""./local_aop_pytorch_hub_qwen2_5v_1_5b_instruct"",
  ""architectures"": [
    ""Qwen2ForCausalLM""
  ],
  ""attention_dropout"": 0,
  ""bos_token_id"": 151643,
  ""eos_token_id"": 151645,
  ""hidden_act"": ""silu"",
  ""hidden_size"": 1536,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 8960,
  ""max_position_embeddings"": 32768,
  ""max_window_layers"": 21,
  ""model_type"": ""qwen2"",
  ""num_attention_heads"": 12,
  ""num_hidden_layers"": 28,
  ""num_key_value_heads"": 2,
  ""rms_norm_eps"": 0.000001,
  ""rope_theta"": 1000000,
  ""sliding_window"": null,
  ""tie_word_embeddings"": true,
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_sliding_window"": false,
  ""vocab_size"": 151936
}",L20,119.5,864.0,48.0,1,"1
","2025-10-07 14:07:07.000
    24.7
    2025-10-07 14:07:08.000
    23.6
    2025-10-07 14:07:09.000
    22.8
    2025-10-07 14:07:10.000
    21.5
    2025-10-07 14:07:11.000
    18.8
    2025-10-07 14:07:12.000
    18.8
    2025-10-07 14:07:13.000
    19.8
    2025-10-07 14:07:14.000
    19.8
    2025-10-07 14:07:15.000
    15.8
    2025-10-07 14:07:16.000
    7.93
    2025-10-07 14:07:17.000
    27.8",44.8,0.729,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-1.5B based LLM service fine-tuned for real-time attitude and sentiment detection in business content, designed to intercept inappropriate or sensitive content in dynamic enterprise scenarios."
bc-tmp-all-na61-h20.inference-part0-431da79c-a-1686,bc_tmp_all,Qwen-7B-Chat-Pro-HF,50,280,"{
  ""_name_or_path"": ""./local_openlm/Qwen-7B-Chat-Pro-HF"",
  ""architectures"": [
    ""QWenLMHeadModel""
  ],
  ""attn_dropout_prob"": 0,
  ""auto_map"": {
    ""AutoConfig"": ""configuration_qwen.QWenConfig"",
    ""AutoModelForCausalLM"": ""modeling_qwen.QWenLMHeadModel""
  },
  ""bf16"": true,
  ""emb_dropout_prob"": 0,
  ""fp16"": false,
  ""fp32"": false,
  ""hidden_size"": 4096,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 22016,
  ""kv_channels"": 128,
  ""layer_norm_epsilon"": 0.000001,
  ""max_position_embeddings"": 32768,
  ""model_type"": ""qwen"",
  ""no_bias"": true,
  ""num_attention_heads"": 32,
  ""num_hidden_layers"": 32,
  ""onnx_safe"": null,
  ""rope_theta"": 1000000,
  ""rotary_emb_base"": 1000000,
  ""rotary_pct"": 1,
  ""scale_attn_weights"": true,
  ""seq_length"": 32768,
  ""softmax_in_fp32"": false,
  ""tie_word_embeddings"": false,
  ""tokenizer_class"": ""QWenTokenizer"",
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_cache_kernel"": false,
  ""use_cache_quantization"": false,
  ""use_dynamic_ntk"": false,
  ""use_flash_attn"": false,
  ""use_logn_attn"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1 
","2025-10-12 14:59:00.000
    9
    2025-10-12 14:59:01.000
    5
    2025-10-12 14:59:02.000
    7
    2025-10-12 14:59:03.000
    5
    2025-10-12 14:59:04.000
    7
    2025-10-12 14:59:05.000
    5
    2025-10-12 14:59:06.000
    3
    2025-10-12 14:59:07.000
    5
    2025-10-12 14:59:08.000
    5
    2025-10-12 14:59:09.000
    6
    2025-10-12 14:59:10.000
    4","2025-10-12 14:59:00.000
    476
    2025-10-12 14:59:01.000
    318
    2025-10-12 14:59:02.000
    523
    2025-10-12 14:59:03.000
    325
    2025-10-12 14:59:04.000
    521
    2025-10-12 14:59:05.000
    304
    2025-10-12 14:59:06.000
    277
    2025-10-12 14:59:07.000
    262
    2025-10-12 14:59:08.000
    469
    2025-10-12 14:59:09.000
    564
    2025-10-12 14:59:10.000
    260",0.98,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-7B inference service deployed on H20 GPUs with 1-GPU tensor parallelism (TP=1) for logistics service and emotion analysis tasks, optimized for low-latency batch inference with FP16/INT8 quantization, PagedAttention, and FUSE-based remote model loading in a Kubernetes environment with GPU resource isolation and production-grade deployment policies."
bc-tmp-all-na61-h20.inference-part0-574a96e3-a-6d2c,bc_tmp_all,Qwen-7B-Chat-Pro-HF,50,301,"{
  ""NVIDIA_H20_SXM5_96GB"": {""mem_bandwidth"": 4022 * (1024**3), ""FP16"": 148e12, ""INT8"": 296e12, ""memsize"": 96 * (1024**3), ""onchip_buffer"": 0, ""interconnect_bandwidth"": 900 * (1024**3)},
  ""gpu_type"": ""H20"",
  ""f_peak"": 148.0,  #""FP16的值""
  ""memory_bandwidth"": 4022.0,
  ""memory_size"": 96.0,
  ""n_gpu"": 1,
  ""tensor_parallelism"": 1
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-12 13:48:19.000
    5
    2025-10-12 13:48:20.000
    6
    2025-10-12 13:48:21.000
    8
    2025-10-12 13:48:22.000
    8
    2025-10-12 13:48:23.000
    5
    2025-10-12 13:48:24.000
    4
    2025-10-12 13:48:25.000
    7
    2025-10-12 13:48:26.000
    4
    2025-10-12 13:48:27.000
    4
    2025-10-12 13:48:28.000
    6
    2025-10-12 13:48:29.000
    6","2025-10-12 13:48:19.000
    321
    2025-10-12 13:48:20.000
    512
    2025-10-12 13:48:21.000
    489
    2025-10-12 13:48:22.000
    402
    2025-10-12 13:48:23.000
    346
    2025-10-12 13:48:24.000
    261
    2025-10-12 13:48:25.000
    347
    2025-10-12 13:48:26.000
    523
    2025-10-12 13:48:27.000
    618
    2025-10-12 13:48:28.000
    389
    2025-10-12 13:48:29.000
    504",0.980,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-7B inference service deployed on H20 GPUs with 1-GPU tensor parallelism (TP=1) for logistics service and emotion analysis tasks, optimized for low-latency batch inference with FP16/INT8 quantization, PagedAttention, and FUSE-based remote model loading in a Kubernetes environment with GPU resource isolation and production-grade deployment policies."
bc-tmp-all-na61-h20.inference-part0-8a7082d1-a-748f,bc_tmp_all,Qwen-7B-Chat-Pro-HF,50,7385,"{
  ""_name_or_path"": ""./local_openlm/Qwen-7B-Chat-Pro-HF"",
  ""architectures"": [
    ""QWenLMHeadModel""
  ],
  ""attn_dropout_prob"": 0,
  ""auto_map"": {
    ""AutoConfig"": ""configuration_qwen.QWenConfig"",
    ""AutoModelForCausalLM"": ""modeling_qwen.QWenLMHeadModel""
  },
  ""bf16"": true,
  ""emb_dropout_prob"": 0,
  ""fp16"": false,
  ""fp32"": false,
  ""hidden_size"": 4096,
  ""initializer_range"": 0.02,
  ""intermediate_size"": 22016,
  ""kv_channels"": 128,
  ""layer_norm_epsilon"": 0.000001,
  ""max_position_embeddings"": 32768,
  ""model_type"": ""qwen"",
  ""no_bias"": true,
  ""num_attention_heads"": 32,
  ""num_hidden_layers"": 32,
  ""onnx_safe"": null,
  ""rope_theta"": 1000000,
  ""rotary_emb_base"": 1000000,
  ""rotary_pct"": 1,
  ""scale_attn_weights"": true,
  ""seq_length"": 32768,
  ""softmax_in_fp32"": false,
  ""tie_word_embeddings"": false,
  ""tokenizer_class"": ""QWenTokenizer"",
  ""torch_dtype"": ""bfloat16"",
  ""transformers_version"": ""4.43.0"",
  ""use_cache"": true,
  ""use_cache_kernel"": false,
  ""use_cache_quantization"": false,
  ""use_dynamic_ntk"": false,
  ""use_flash_attn"": false,
  ""use_logn_attn"": false,
  ""vocab_size"": 151936
}",H20,148.0,4022.0,96.0,1,"1
","2025-10-10 13:27:30.000
    122
    2025-10-10 13:27:31.000
    145
    2025-10-10 13:27:32.000
    118
    2025-10-10 13:27:33.000
    115
    2025-10-10 13:27:34.000
    98.8
    2025-10-10 13:27:35.000
    138
    2025-10-10 13:27:36.000
    174
    2025-10-10 13:27:37.000
    136
    2025-10-10 13:27:38.000
    104
    2025-10-10 13:27:39.000
    113
    2025-10-10 13:27:40.000
    108","2025-10-10 13:27:30.000
    647
    2025-10-10 13:27:31.000
    342
    2025-10-10 13:27:32.000
    349
    2025-10-10 13:27:33.000
    535
    2025-10-10 13:27:34.000
    503
    2025-10-10 13:27:35.000
    405
    2025-10-10 13:27:36.000
    299
    2025-10-10 13:27:37.000
    479
    2025-10-10 13:27:38.000
    241
    2025-10-10 13:27:39.000
    425
    2025-10-10 13:27:40.000
    406",0.980,1,MagaEngine (Ant Group) / Custom FT-based,"This is a Qwen-7B inference service deployed on H20 GPUs with 1-GPU tensor parallelism (TP=1) for logistics service and emotion analysis tasks, optimized for low-latency batch inference with FP16/INT8 quantization, PagedAttention, and FUSE-based remote model loading in a Kubernetes environment with GPU resource isolation and production-grade deployment policies."
